"id1","affil1"
"8802","Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan, ROC"
"9343","Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, ROC"
"1914","Department of Computer Science, National University of Singapore"
"8013","Department of Computer Science, National University of Singapore, 3 Science Drive 2, 117543, Singapore"
"6723","Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore"
"7768","Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore 117543; E-mail: tankl@comp.nus.edu.sg"
"8330","Department of Computer Science, National University of Singapore, Singapore"
"6918","Department of Computer Science, National University of Singapore, Singapore 117543"
"9307","Department of Computer Science, National University of Singapore, Singapore, Singapore"
"6532","Department of Computer Science, National University of singapore,SINGAPORE"
"8379","Department of Computer Science, Purdue University, USA"
"727","Department of Computer Science, Purdue University, West Lafayette, IN"
"8800","Department of Computer Science, Purdue University, West Lafayette, USA 47907"
"7888","Department of Computer Science, Southwest Texas State University, San Marcos, TX 78666 USA; e-mail: angu@swt.edu"
"8078","Department of Computer Science, Stanford University, USA"
"6565","Department of Computer Science, Stanford, CA"
"773","Department of Computer Science, State University of New York at Stony Brook, Stony Brook, NY"
"8055","Department of Computer Science, SUNY at Binghamton, USA"
"1115","Department of Computer Science, Swiss Federal Institute of Technology (ETHZ), ETH Zentrum, Zürich, Switzerland"
"1055","Department of Computer Science, The Technion, Haifa, Israel"
"9330","Department of Computer Science, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
"6775","Department of Computer Science, University of Arizona, AZ"
"1483","Department of Computer Science, University of Arizona, Tucson, AZ"
"1734","Department of Computer Science, University of British Columbia"
"6496","Department of Computer Science, University of British Columbia, Vancouver, BC V6T 1Z4 Canada"
"538","Department of Computer Science, University of British Columbia, Vancouver, Canada"
"8695","Department of Computer Science, University of Calgary, Calgary, Canada"
"8154","Department of Computer Science, University of Calgary, Canada"
"8356","Department of Computer Science, University of California at Davis, USA"
"677","Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA"
"855","Department of Computer Science, University of California Santa Cruz, Santa Cruz, CA"
"7714","Department of Computer Science, University of California, Los Angeles, California 90095, USA; e-mail: &lcub;csy,zaniolo&rcub;@cs.ucla.edu"
"1921","Department of Computer Science, University of California, Riverside"
"6860","Department of Computer Science, University of California, Santa Barbara"
"6843","Department of Computer Science, University of California, Santa Barbara, CA"
"7790","Department of Computer Science, University of Chile, Blanco Encalada 2120, Santiago, Chile; e-mail: gnavarro@dcc.uchile.cl"
"8174","Department of Computer Science, University of Helsinki, Finland"
"7894","Department of Computer Science, University of Helsinki, Helsinki, Finland"
"515","Department of Computer Science, University of Hong Kong, Hong Kong"
"8686","Department of Computer Science, University of Hong Kong, Hong Kong, China"
"9486","Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong"
"8876","Department of Computer Science, University of Illinois at Chicago, Chicago, USA"
"8361","Department of Computer Science, University of Illinois at Chicago, USA"
"7947","Department of Computer Science, University of Illinois at Urbana-Champaign, IL 61801, Urbana, USA"
"570","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
"8145","Department of Computer Science, University of Magdeburg, Germany"
"1688","Department of Computer Science, University of Magdeburg, Magdeburg, Germany"
"1423","Department of Computer Science, University of Maryland"
"6528","Department of Computer Science, University of Maryland, College Park"
"8066","Department of Computer Science, University of Maryland, USA"
"6912","Department of Computer Science, University of Massachusetts, Amherst, MA"
"8242","Department of Computer Science, University of Massachusetts, USA"
"6763","Department of Computer Science, University of Minnesota, Minneapolis, MN"
"1422","Department of Computer Science, University of Pittsburgh"
"8065","Department of Computer Science, University of Pittsburgh, USA"
"7990","Department of Computer Science, University of Southern California, CA 90088, Los Angeles, USA"
"1939","Department of Computer Science, University of Southern California, Los Angeles, CA"
"8752","Department of Computer Science, University of Southern Maine, Portland, USA"
"7989","Department of Computer Science, University of Texas at Dallas, TX 75083-0688, Richardson, USA"
"2071","Department of Computer Science, University of Toronto"
"7791","Department of Computer Science, University of Toronto, 10 King's College Road, Toronto, ON, M5S 1A4, Canada"
"8809","Department of Computer Science, University of Toronto, Bahen Center for Information Technology, Toronto, Canada M5S 2E4"
"8159","Department of Computer Science, University of Toronto, Canada"
"9480","Department of Computer Science, University of Toronto, Toronto, Canada"
"8679","Department of Computer Science, University of Toronto, Toronto, Canada M5S 3G4"
"7789","Department of Computer Science, University of Toronto, Toronto, Canada; E-mail: mendel@cs.toronto.edu"
"6944","Department of Computer Science, University of Toronto, Toronto, ON, Canada"
"7799","Department of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada e-mail: {apmarathe,kmsalem}@uwaterloo.ca"
"7671","Department of Computer Science, University of Wisconsin-Madison, 1210 West Dayton Street, Madison, WI 53706-1685, USA; e-mail: &lcub;dewitt, markhill&rcub;&commat;cs.wisc.edu"
"7885","Department of Computer Science, Virginia Tech, 7054 Haycock Road, Falls Church, VA 22043 USA; e-mail: {brahim,athman}@vt.edu"
"7956","Department of Computer Science, Virginia Tech, 7054 Haycock Road, VA 22043, Falls Church, USA"
"9426","Department of Computer Science, Virginia Tech, Blacksburg, USA 24061"
"1356","Department of Computer Science, Wichita State University, Wichita, KS"
"7984","Department of Computer Science, Worcester Polytechnic Institute, MA 01609-2280, Worcester, USA"
"8243","Department of Computer Science, Worcester Polytechnic Institute, USA"
"907","Department of Computer Science, Worcester Polytechnic Institute, Worcester, MA"
"6740","Department of Computer Science, Wright State University, Dayton, OH"
"887","Department of Computer Science, Zhejiang University, HangZhou, P.R.China"
"7958","Department of Computer Sciences, Purdue University, 250 N. University Street, IN 47907, West Lafayette, USA"
"7889","Department of Computer Sciences, Purdue University, 250 N. University Street, West Lafayette, IN 47907 USA; e-mail: ake@cs.purdue.edu"
"8060","Department of Computer Sciences, Purdue University, USA"
"1512","Department of Computer Sciences, Purdue University, West Lafayette IN"
"1216","Department of Computer Sciences, Purdue University, West Lafayette, IN"
"7882","Department of Computer Sciences, Purdue University, West Lafayette, IN 47907-1398, USA"
"732","Department of Computer Sciences, Purdue University, West Lafayette, Indiana"
"8696","Department of Computer Sciences, Purdue University, West Lafayette, USA"
"9388","Department of Computer Sciences, Purdue University, West Lafayette, USA 47907-2107"
"1064","Department of Computer Sciences, University of Wisconsin-Madison"
"7910","Department of Computer Sciences, University of Wisconsin-Madison, 1210 W. Dayton Street, WI 53706, Madison, USA"
"6851","Department of Computer Sciences, University of Wisconsin, Madison"
"1409","Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI"
"2161","Department of Computer, Science, Worcester Polytechnic Institute, Worcester, MA"
"7788","Department of Computing Science, University of Alberta, Alberta, Canada; E-mail: drafiei@cs.ualberta.ca"
"6727","Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"
"7681","Department of Computing Science, University of Glasgow, Glasgow, G12 8QQ, UK; e-mail: &lcub;ela,mpa,rwi&rcub;&commat;dcs.gla.ac.uk"
"7812","Department of Computing Science, University of Illinois at Urbana-Champaign, 1304 West Springfield Ave, IL 61801 USA; e-mail: hanj&commat;cs.uiuc.edu"
"1039","Department of CS, ETHZ, Zürich, Switzerland"
"8692","Department of CS, National University of Singapore, Singapore, Singapore"
"9681","Department of CS, Portland State University"
"7922","Department of EECS and Laboratory of Computer Science, M.I.T., MA 02139, Cambridge, USA"
"8083","Department of EECS and Laboratory of Computer Science, Massachussetts Institute of Technology, USA"
"532","Department of EECS, University of Michigan"
"1720","Department of EECS, University of Michigan, Ann Arbor, MI"
"8661","Department of EECS, University of Michigan, Ann Arbor, USA"
"8701","Department of EECS, University of Michigan, Ann Arbor, USA 48109"
"1322","Department of Electrical and Computer Engineering and Department of Computer Science, Univerity of Toronto, Ontario, Canada"
"1659","Department of Electrical and Computer Engineering and Department of Computer Science, University of Toronto, Canada"
"8354","Department of Electrical and Computer Engineering, Carnegie Mellon University, USA"
"9294","Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, USA 44106"
"8363","Department of Electrical Engineering and Computer Science, Northwestern University, USA"
"6799","Department of Electrical Engineering and Computer Science, University of Michigan"
"1117","Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"
"7925","Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, CA 94720, Berkeley, USA"
"8505","Department of Electrical Engineering, National Taiwan University, ROC"
"8732","Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan, ROC"
"7741","Department of Electronic and Computer Engineering, National Technical University of Athens, Hellas, Greece; e-mail: timos@cs.ntua.gr"
"920","Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan"
"8742","Department of Informatics and Telecommunications, University of Athens, Athens, Greece"
"7807","Department of Informatics, Aristotle University of Thessaloniki, Greece; e-mail: &lcub;alex,manolopo&rcub;&commat;delab.csd.auth.gr"
"7742","Department of Informatics, Athens University of Economics and Business, Hellas, Greece; e-mail: mvazirg@aueb.gr"
"8387","Department of Information and Communication Technology, University of Trento, Italy"
"9344","Department of Information and Computer Engineering, Chung Yuan Christian University, Chung Li, Taiwan, ROC"
"6779","Department of Information and Computer Science, University of California, Irvine, California"
"7785","Department of Information and Software Engineering, George Mason University, Fairfax, Virginia, USA; E-mail: xywang@gmu.edu"
"8153","Department of Information and Software Engineering, George Mason University, USA"
"8691","Department of Information Management, National Sun Yat-Sen University, Kaohsiung, Taiwan"
"922","Department of Mathematics and Computer Science, Emory University, Atlanta, GA and Institute of Information Science, Academia Sinica, Taipei, Taiwan"
"530","Department of Mathematics and Computer Science, University of Mannheim"
"6673","Department of Mathematics and Computer Science, University of Marburg, 35032 Marburg, Germany"
"1037","Department of Mathematics and CS, University of Marburg, Marburg, Germany"
"2046","Department of Mechanical Engineering, Massachusetts Inst. of Technology, Cambridge, MA"
"1463","Department of Statistics, Carnegie Mellon University, Pittsburgh, PA"
"8063","Department of Statistics, Carnegie Mellon University, USA"
"864","Department of Statistics, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
"1769","Department of System Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
"7810","Department of Systems Engineering and Engineering Management, Chinese University of Hong Kong, Shatin, N.T., China; e-mail: yu&commat;se.cuhk.edu.hk"
"840","Department of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
"1094","Dept of Computer Science, University of Massachusetts, Amherst, MA"
"1970","Dept of EECS, UC Berkeley"
"895","Dept. de Computação, Inst. de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, SP, Brazil"
"6653","Dept. of CIS, NJIT, NJ"
"6658","Dept. of Computer Science & Engineering, University of, Washington, Seattle, WA"
"1309","Dept. of Computer Science and Engg., I.I.T., Bombay"
"694","Dept. of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong"
"760","Dept. of Computer Science and Engineering, Hong Kong Univ. of Science and Technology, Clear Water Bay, Hong Kong SAR, China"
"6809","Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA"
"655","Dept. of Computer Science, Cornell University"
"1417","Dept. of Computer Science, Duke University, Durham, NC"
"1767","Dept. of Computer Science, Hong Kong Univ. of Sci. & Tech., Hong Kong, China"
"1347","Dept. of Computer Science, SUNY at Binghamton, Binghamton, NY"
"1387","Dept. of Computer Science, The Hong Kong Univ. of Science and Technology, Hong Kong, China"
"2179","Dept. of Computer Science, Tufts University"
"1345","Dept. of Computer Science, U. of Illinois at Chicago, Chicago, IL"
"6791","Dept. of Computer Science, UIUC"
"1415","Dept. of Computer Science, Univ. of Illinois at Chicago, Chicago, IL"
"6686","Dept. of Computer Science, Univ. of Manchester, United Kingdom"
"6563","Dept. of Computer Science, University of Arizona, Tucson, AZ"
"788","Dept. of Computer Science, University of Illinois at Urbana-Champaign"
"1851","Dept. of Computer Science, University of Maryland"
"1826","Dept. of Computer Science, University of Toronto"
"6505","Dept. of Computer Science, University of Waterloo"
"6790","Dept. of CS, SUNY at Binghamton, Binghamton, NY"
"6789","Dept. of CS, U. of Illinois at Chicago, Chicago, IL"
"6687","Dept. of Electrical and Computer Eng., National Technical University of Athens, Greece"
"1144","Dept. of Electrical Engineering & Computer Science, Korea Advanced Institute of Science and Technology (KAIST)"
"1087","Dept. of Info. & Software Eng., George Mason University"
"8315","Dept. of Informatics and Telecommunications, University of Athens, Athens, Hellas"
"6845","Dept. of Information and Computer Science, University of California, Irvine"
"657","Dept. of Mechanical & Aerospace Engineering, Cornell University"
"6590","Dept. of Physics and Astronomy, The Johns Hopkins University, Baltimore, MD"
"1390","Dept. of Systems Engineering and Engineering Management, The Chinese Univ. of Hong Kong, Hong Kong, China"
"1645","DIA - Università Roma Tre, Roma, Italy"
"9496","DII, Univ. di Modena e Reggio Emilia, Modena, Italy"
"8790","DIMET Department, University """"Mediterranea"""" of Reggio Calabria, Reggio Calabria, Italy"
"8871","Dip. di Informatica, Univ. di Torino, Torino, Italy"
"7817","Dipartimento di Elettronica e Informazione, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133 Milan, Italy; E-mail: {bonifati,ceri,parabosc}@elet.polimi.it"
"6684","Dipartimento di Informatica e Sistemistica, Università di Roma """"La Sapienza"""", Italy"
"6949","Dipartimento di Informatica e Sistemistica, Università di Roma """"La Sapienza"""", Via Salaria, 113, Roma, Italy"
"6554","Dipartimento di Matematica Pure ed Applicata, Universita, Degli Studi di L'Aquila, L'Aquila, Italy"
"7794","Dipartimento di Scienze dell'Informazione, Università degli Studi di Milano, Via Comelico 39/41, 20135 Milano, Italy e-mail: bertino@dsi.unimi.it, ugo_capuozzo@rcm.inet.it"
"8884","Distributed Information Systems Laboratory, School of Computer and Communication Sciences, EPFL, EPFL-IC-LSIR, Lausanne, Switzerland 1015"
"8017","Division of Computer Science, Department of Mathematical Sciences, University of North Carolina at Greensboro, Bryan 383, NC 27402-6170, Greensboro, USA"
"977","Division of Computer Science, Korea Advanced Institute of Science and Technology"
"7953","Domaine de Voluceau, INRIA, 78153, Le Chesnay, France"
"536","Dortmund University"
"5136","Dresden Technical University, Dresden, Germany"
"443","Dresden University of Technology"
"2180","Dresden University of Technology, Database Technology Group"
"807","Dresden University of Technology, Database Technology Group, Dresden, Germany"
"5241","Dresden University of Technology, Dresden, Germany"
"953","Dresden University of Technology, Software Engineering Group, Dresden, Germany"
"4842","Drexel University"
"6934","DSI-Università di Milano, Via Comelico, 39/41, 20135 Milano Italy"
"6933","DSI-Università di Milano, Via Comelico, 39/41, 20135 Milano, Italy"
"1086","DSI, Università di Milano, Italy"
"604","Duke University"
"2456","Duke University, Durham, NC"
"6009","Duke University, Durham, NC, USA"
"3344","Duke University, Durham, North Carolina"
"8469","E-Health Research Centre/CSIRO ICT, Australia"
"6756","E.piphany, Inc."
"1411","Ecole Nationale Superieure, de Telecommunications, Paris, France"
"581","École Normale Supérieure de Paris, France"
"8941","Ecole Polytechnique Fédéral de Lausanne & Google, LTAA, Lausanne, Switzerland"
"8940","Ecole Polytechnique Fédéral de Lausanne, LTAA, Lausanne, Switzerland"
"205","Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland"
"2927","École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
"3133","École Polytechnique Fédérale de Lausanne, Switzerland"
"1403","EECS Computer Science Division, UC Berkeley"
"903","EECS Computer Science Division, University of California Berkeley, Berkeley, CA"
"7893","EECS Department, Tufts University, Medford, MA"
"1795","EECS Department, UC Berkeley"
"966","EECS Dept, Case Western Reserve University, Cleveland, Ohio"
"2167","EECS Dept., UC Berkeley"
"8448","Eindhoven Technical University, Eindhoven, The Netherlands"
"1119","Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI"
"9262","Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, USA 48109"
"1340","Electrical Engineering Department, National Taiwan University, Taipei, Taiwan, ROC"
"8763","Electrical Engineering Department, National Taiwan University, Taipei, Taiwan, ROC and Department of Engineering Science, National Cheng Kung University, Tainen city, Taiwan, ROC 701"
"955","Embedded System Technology Group, Information Technology Lab., LG Electronics Institute of Technology, Seocho-Gu, Seoul, Korea"
"7962","Embrapa - Brazilian Agricultural Research Corporation, Av. Dr. Andre Torsello, 209, SP, 13083-886, Campinas, Brazil"
"8590","Emory University, Atlanta, GA"
"3034","EPFL"
"5739","EPFL, Lausanne, Switzerland"
"3005","EPFL, Switzerland"
"6585","Epiphany Inc., Palo Alto, CA"
"3576","Epiphany, USA"
"1303","ETH Zurich"
"2625","ETH Zurich, CH"
"7345","ETH Zürich, CH 8092 Zürich, Switzerland"
"308","ETH Zurich, Switzerland"
"182","ETH Zurich, Zurich"
"607","ETH Zurich, Zurich, Switzerland"
"8746","ETH Zurich, Zurich, Switzerland 8092"
"1198","European Organization for Nuclear Research (CERN), Geneva, Switzerland"
"9768","Facebook Data Infrastructure Team"
"5881","Facebook, Palo Alto, CA, USA"
"6520","Fachbereich Mathematik und Informatik Universität Marburg - Germany"
"6530","faculty at the University of Wisconsin-Madison"
"772","Faculty of Computer Science, Free University of Bozen-Bolzano, Bolzano, Italy"
"9460","Faculty of EEMCS, University of Twente, Enschede, The Netherlands 7500AE"
"9499","Faculty of Mathematics and Computer Science, University of Hagen, Hagen, Germany 58084"
"1487","Fakultät für Mathematik und Informatik, University of Mannheim, Germany"
"7568","FernUniv. Hagen"
"8284","FernUniversität Hagen, Hagen, Germany"
"4867","FIU"
"9100","Florida International University"
"5094","Florida International University, Miami, FL"
"6392","Florida International University, Miami, FL, USA"
"3378","Florida International University, University Park, Miami, FL, USA"
"9399","Florida State University, Tallahassee, FL"
"6135","Florida State University, Tallahassee, FL, USA"
"5764","Florida State University, Tallahassee, USA"
"7945","Forschungszentrum Informatik (FZI), University of Karlsruhe, 76131, Karlsruhe, Germany"
"3532","FORWISS"
"8141","France Telecom R&D , France"
"8530","Free University of Bozen-Bolzano, Bozen-Bolzano BZ, Italy"
"892","Free University of Bozen-Bolzano, Bozen-Bolzano, Italy"
"86","Free University of Bozen-Bolzano, Bozen, Italy"
"2087","Free University of Bozen-Bolzano, Faculty of Computer Science, Italy"
"1178","Fudan University"
"4516","Fudan University, China"
"915","Fudan University, Shanghai, China"
"7613","George Mason Univ., Fairfax. VA"
"264","George Mason University"
"2233","George Mason University, Fairfax, VA"
"7900","George Mason University, Fairfax, Virginia"
"6373","George Mason University, Fairfax, VT, USA"
"6076","George Washington University, Washington D.C., DC, USA"
"6449","George Washington University, Washington, D.C., DC, USA"
"3012","Georgia Institute of Technology"
"7840","Georgia Institute of Technology, 30332 Atlanta, GA, USA"
"6927","Georgia Institute of Technology, Atlanta, GA"
"5864","Georgia Institute of Technology, Atlanta, GA, USA"
"6712","Georgia Institute of Technology, College of Computing"
"8410","Georgia State University, Atlanta, GA"
"3596","Georgia Tech"
"6482","Gigabeat, Inc. Palo Alto CA"
"9331","Global Scientific Information and Computing Center, Tokyo Institute of Technology, Tokyo, Japan 152-8552"
"2551","Google"
"776","Google Inc."
"2401","Google Inc., Mountain View, CA"
"5771","Google Inc., Mountain View, CA, USA"
"2322","Google Inc., Mountain View, California"
"8644","Google Inc., Mountain View, USA"
"8798","Google Inc., Mountain View, USA 94043"
"3337","Google, Inc."
"3297","Google, Inc., Mountain View, CA"
"6411","Google, Inc., Mountain View, CA, USA"
"9432","Google, Inc., Mountain View, USA 94043"
"8855","Google, Inc., New York, NY"
"5774","Google, Mountain View, CA, USA"
"9600","Greenplum"
"6277","Greenplum Inc., San Mateo, CA, USA"
"4837","Haifa University"
"8599","Haifa University, Haifa, Israel"
"8910","Haifa, Israel"
"9020","Harbin Institute of Tech."
"3111","Harbin Institute of Technology"
"42","Harbin Institute of Technology, China"
"3038","Harbin Institute of Technology, Harbin, China"
"2655","Hasso-Plattner-Institut, Potsdam"
"2744","Hasso-Plattner-Institut, Potsdam, Germany"
"393","Hebrew University"
"9458","Hebrew University of Jerusalem, Jerusalem, Israel"
"5491","Hebrew University, Jerusalem, Israel"
"1212","HeliXense Pte Ltd, Singapore"
"1210","HeliXense Pte Ltd., Singapore"
"8285","Helsinki University of Technology, HUT, Finland"
"5198","Hewlett Packard Laboratories, Palo Alto, CA"
"6056","Hewlett Packard Laboratories, Palo Alto, CA, USA"
"1218","Hewlett Packard, Palo Alto, CA"
"6940","Hewlett-Packard Company, 1501 Page Mill Road, Palo Alto, CA"
"805","Hewlett-Packard Company, Houston, TX"
"320","Hewlett-Packard Company, Tomball Parkway, Houston, TX"
"2140","Hewlett-Packard Laboratories, Palo Alto, CA"
"6471","Hewlett-Packard Laboratories, Palo Alto, California"
"3755","Hewlett-Packard Labs"
"2488","Hewlett-Packard Labs, Palo Alto, CA"
"1185","Hewlett-Packard, Palo Alto, CA"
"9441","Highbridge Capital Management LLC, USA"
"5678","Highbridge Capital Management LLC, USA, USA"
"3372","HKUST"
"4140","HKUST, Clear Water bay, Hong Kong"
"5403","HKUST, Hong Kong, China"
"4502","Hong Kong Baptist University"
"5083","Hong Kong Baptist University, Hong Kong"
"268","Hong Kong Polytechnic University, Hung Hom, Hong Kong"
"8558","Hong Kong Polytechnic University, Kowloon, Hong Kong"
"5676","Hong Kong Univ. of Science and Technology, Hong Kong, China"
"4501","Hong Kong University of Science & Technology"
"3826","Hong Kong University of Science & Technology, Hong Kong, China"
"3244","Hong Kong University of Science and Technology"
"41","Hong Kong University of Science and Technology, China"
"2236","Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"
"4795","Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"
"3260","Hong Kong University of Science and Technology, Hong Kong"
"2323","Hong Kong University of Science and Technology, Hong Kong, China"
"5325","Hong Kong University of Science and Technology, Hong Kong, Hong Kong"
"5604","Hong Kong University of Science and Technology, Kowloon, Hong Kong"
"6166","Hong Kong University, Hong Kong, Hong Kong"
"9057","HP Laboratories, Palo Alto, CA"
"2530","HP Labs, Palo Alto, CA"
"5805","HP Labs, Palo Alto, CA, USA"
"3419","HP, Palo Alto, CA, USA"
"3242","Huazhong University of Science and Technology, Hong Kong"
"3241","Huazhong University of Science and Technology, Wuhan, China"
"1764","Humboldt Universität zu Berlin, Berlin, Germany"
"1278","Humboldt-Universität und Fachhochschule für Technik und Wirtschaft, Germany"
"3079","Humboldt-Universität zu Berlin"
"4488","Humboldt-Universität zu Berlin, Berlin, Germany"
"388","Humboldt-Universität zu Berlin, Germany"
"1277","Humboldt-Universität zu Berlin, Kelman GmbH, Berlin, Germany"
"5240","Humboldt-University zu Berlin, Berlin, Germany"
"310","i-TV-T AG, Germany"
"180","i-TV-T AG, Unterföhring"
"2596","I.I.T. Bombay"
"4664","I.N.R.I.A. Rocquencourt, Cedex, France"
"7676","I.N.R.I.A., Rocquencourt, France; e-mail: &lcub;Vincent.Aguilera,Pierangelo.Veltri&rcub;&commat;inria.fr"
"3969","IBM"
"3276","IBM Almaden"
"2900","IBM Almaden RC, San Jose, CA"
"9064","IBM Almaden Res. Ctr."
"38","IBM Almaden Research Center"
"6549","IBM Almaden Research Center San Jose , CA"
"6588","IBM Almaden Research Center, 650 Harry Road, San Jose, CA"
"7849","IBM Almaden Research Center, 650 Harry Road, San Jose, CA 95120, USA; E-mail: {shanmuga, shekita, bgl, pirahesh, reinwald}@almaden.ibm.com; barr@cs.cornell.edu; carey@propel.com"
"6150","IBM Almaden Research Center, San Jos, CA, USA"
"6440","IBM Almaden Research Center, San Jose , CA, USA"
"1715","IBM Almaden Research Center, San Jose CA"
"15","IBM Almaden Research Center, San Jose, CA"
"3865","IBM Almaden Research Center, San Jose, CA, USA"
"681","IBM Almaden Research Center, San Jose, California"
"5767","IBM Almaden Research Center, San Jose, USA"
"9338","IBM Almaden Research Center, San Jose, USA 95120"
"8069","IBM Almaden Research Center, USA"
"5371","IBM Almaden Research Lab, San Jose, CA"
"8853","IBM Almaden Research, Almaden, CA"
"7139","IBM Almaden Research, Center"
"2886","IBM Almaden Research, San Jose, CA"
"1856","IBM Almaden, Research Center, San Jose, CA"
"5574","IBM Almaden, San Jose, CA, USA"
"878","IBM Boeblingen Lab, Böblingen, Germany"
"5062","IBM Boeblingen Laboratory, Boeblingen, Germany"
"6904","IBM Canada Ltd., 1150 Eglinton Ave. E., Toronto, Ontario M3C 1H7, Canada"
"3867","IBM Canada, Toronto, ON, Canada"
"5889","IBM China Research Lab, BeiJing, China"
"9721","IBM China Research Lab, China"
"6210","IBM China Research Laboratory, Beijing, China"
"2706","IBM China Research Laboratory, ShangDi, Beijing, China"
"7162","IBM Corporation, San Jose, CA"
"7186","IBM Database Tech. Inst., Austin, TX"
"2376","IBM Deutschland, Böblingen, Germany"
"1600","IBM Entwicklung GmbH, Böblingen, Germany"
"110","IBM Germany"
"8439","IBM Germany, Boeblingen"
"2902","IBM Germany, Germany"
"8368","IBM Haifa Labs, Israel"
"8931","IBM Haifa Research Lab, Haifa, Israel"
"9522","IBM India Research Lab, India"
"699","IBM India Research Lab, New Delhi, India"
"612","IBM India Research Lab, SIRC"
"963","IBM India Research Lab., Hauz Khas, New Delhi, India"
"4126","IBM Indian Research Laboratory"
"2005","IBM Portland"
"555","IBM Research"
"8022","IBM Research Laboratory, Haifa, Israel"
"3447","IBM Research, Haifa, Israel"
"4424","IBM Research, New Delhi, India"
"8861","IBM Research, Yorktown Heights, NY"
"8444","IBM San Jose CA USA"
"111","IBM Silicon Valley Lab"
"4456","IBM Silicon Valley Lab, San Jose CA"
"350","IBM Silicon Valley Lab, San Jose, CA"
"9429","IBM Silicon Valley Lab, San Jose, USA 95141"
"8442","IBM Silicon Valley Lab, USA"
"7055","IBM Silicon Valley Lab., San Jose, CA"
"7356","IBM Silicon Valley Laboratory"
"1579","IBM Silicon Valley Laboratory, San Jose, CA"
"4606","IBM Silicon Valley Laboratory, San Jose, California"
"4601","IBM Silicon Valley Labs"
"7141","IBM Silicon Valley, Laboratory"
"5837","IBM Sillicon Valley Lab, San Jose, CA, USA"
"9524","IBM Software Group"
"9725","IBM Software Group, Canada"
"9526","IBM Software Group, India"
"7125","IBM Software Lab, India, Golden Enclave, Bangalore 560017 India"
"627","IBM T. J. Watson Res. Center"
"448","IBM T. J. Watson Research Center"
"682","IBM T. J. Watson Research Center, Hawhorne, NY"
"1068","IBM T. J. Watson Research Center, Hawthorne NY"
"2038","IBM T. J. Watson Research Center, Hawthorne, New York"
"363","IBM T. J. Watson Research Center, Hawthorne, NY"
"5583","IBM T. J. Watson Research Center, Hawthorne, NY, USA"
"6762","IBM T. J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
"7098","IBM T. J. Watson Research Center, Road, Hawthorne, NY"
"5656","IBM T. J. Watson Research Center, Westchester, NY, USA"
"263","IBM T. J. Watson Research Center, Yorktown Heights, NY"
"6254","IBM T. J. Watson Research Center, Yorktown Heights, NY, USA"
"1342","IBM T. J. Watson Research Center, Yorktown, NY"
"1837","IBM T. J. Watson Research, Hawthorne, NY"
"4109","IBM T. J. Watson, Research Center"
"791","IBM T.J. Watson Research Center"
"2330","IBM T.J. Watson Research Center Hawthorne, NY"
"7422","IBM T.J. Watson Research Center, Hawthorne, New York"
"2573","IBM T.J. Watson Research Center, Hawthorne, NY"
"9315","IBM T.J. Watson Research Center, Hawthorne, USA"
"8896","IBM T.J. Watson Research Center, New York"
"8163","IBM T.J. Watson Research Center, USA"
"6490","IBM T.J. Watson Research Center, Yorktown Heights, NY"
"8737","IBM T.J. Watson Research Center, Yorktown Heights, USA"
"2268","IBM T.J. Watson Research Ctr., Hawthorne, NY"
"9341","IBM T.J. Watson Research Labs, Yorktown Heights, USA 10598"
"2065","IBM T.J. Watson Research, Hawthorne, NY"
"5636","IBM T.J. Watson Research, Hawthorne, NY, USA"
